"new.names";"old.names"
"PR21D_R1.fastq.gz";"LR128_R1.fastq.gz"
"PR21D_R2.fastq.gz";"LR128_R2.fastq.gz"
"PR21DSeq_R1.fastq.gz";"LR128d_R1.fastq.gz"
"PR21DSeq_R1.fastq.gz";"LR128D_R1.fastq.gz"
"LR128D_R2.fastq.gz";"LR128d_R2.fastq.gz"
"LR128D_R2.fastq.gz";"LR128D_R2.fastq.gz"
"LR128R_R1.fastq.gz";"LR128R_R1.fastq.gz"
"LR128R_R2.fastq.gz";"LR128R_R2.fastq.gz"
"PR23D_R1.fastq.gz";"LR129_R1.fastq.gz"
"PR23D_R2.fastq.gz";"LR129_R2.fastq.gz"
"L321D_R1.fastq.gz";"LR130_R1.fastq.gz"
"L321D_R2.fastq.gz";"LR130_R2.fastq.gz"
"L322D_R1.fastq.gz";"LR131_R1.fastq.gz"
"L322D_R2.fastq.gz";"LR131_R2.fastq.gz"
"LR131D_R1.fastq.gz";"LR131D_R1.fastq.gz"
"LR131D_R2.fastq.gz";"LR131D_R2.fastq.gz"
"LR131R_R1.fastq.gz";"LR131R_R1.fastq.gz"
"LR131R_R2.fastq.gz";"LR131R_R2.fastq.gz"
"L323D_R1.fastq.gz";"LR132_R1.fastq.gz"
"L323D_R2.fastq.gz";"LR132_R2.fastq.gz"
"L324D_R1.fastq.gz";"LR133_R1.fastq.gz"
"L324D_R2.fastq.gz";"LR133_R2.fastq.gz"
"L325D_R1.fastq.gz";"LR134_R1.fastq.gz"
"L325D_R2.fastq.gz";"LR134_R2.fastq.gz"
"LR134D_R1.fastq.gz";"LR134D_R1.fastq.gz"
"LR134D_R2.fastq.gz";"LR134D_R2.fastq.gz"
"LR134R_R1.fastq.gz";"LR134R_R1.fastq.gz"
"LR134R_R2.fastq.gz";"LR134R_R2.fastq.gz"
"L326D_R1.fastq.gz";"LR135_R1.fastq.gz"
"L326D_R2.fastq.gz";"LR135_R2.fastq.gz"
"L327D_R1.fastq.gz";"LR136_R1.fastq.gz"
"L327D_R2.fastq.gz";"LR136_R2.fastq.gz"
"M09D_R1.fastq.gz";"LR137_R1.fastq.gz"
"M09D_R2.fastq.gz";"LR137_R2.fastq.gz"
"LR137D_R1.fastq.gz";"LR137D_R1.fastq.gz"
"LR137D_R2.fastq.gz";"LR137D_R2.fastq.gz"
"LR137R_R1.fastq.gz";"LR137R_R1.fastq.gz"
"LR137R_R2.fastq.gz";"LR137R_R2.fastq.gz"
"M10D_R1.fastq.gz";"LR138_R1.fastq.gz"
"M10D_R2.fastq.gz";"LR138_R2.fastq.gz"
"LR138D_R1.fastq.gz";"LR138D_R1.fastq.gz"
"LR138D_R2.fastq.gz";"LR138D_R2.fastq.gz"
"LR138R_R1.fastq.gz";"LR138R_R1.fastq.gz"
"LR138R_R2.fastq.gz";"LR138R_R2.fastq.gz"
"M11D_R1.fastq.gz";"LR139_R1.fastq.gz"
"M11D_R2.fastq.gz";"LR139_R2.fastq.gz"
"LR139D_R1.fastq.gz";"LR139D_R1.fastq.gz"
"LR139D_R2.fastq.gz";"LR139D_R2.fastq.gz"
"LR139R_R1.fastq.gz";"LR139R_R1.fastq.gz"
"LR139R_R2.fastq.gz";"LR139R_R2.fastq.gz"
"M12D_R1.fastq.gz";"LR140_R1.fastq.gz"
"M12D_R2.fastq.gz";"LR140_R2.fastq.gz"
"LR140D_R1.fastq.gz";"LR140D_R1.fastq.gz"
"LR140D_R2.fastq.gz";"LR140D_R2.fastq.gz"
"LR140R_R1.fastq.gz";"LR140R_R1.fastq.gz"
"LR140R_R2.fastq.gz";"LR140R_R2.fastq.gz"
"M13D_R1.fastq.gz";"LR141_R1.fastq.gz"
"M13D_R2.fastq.gz";"LR141_R2.fastq.gz"
"M14D_R1.fastq.gz";"LR142_R1.fastq.gz"
"M14D_R2.fastq.gz";"LR142_R2.fastq.gz"
"LR142D_R1.fastq.gz";"LR142D_R1.fastq.gz"
"LR142D_R2.fastq.gz";"LR142D_R2.fastq.gz"
"LR142R_R1.fastq.gz";"LR142R_R1.fastq.gz"
"LR142R_R2.fastq.gz";"LR142R_R2.fastq.gz"
"M15D_R1.fastq.gz";"LR143_R1.fastq.gz"
"M15D_R2.fastq.gz";"LR143_R2.fastq.gz"
"M16D_R1.fastq.gz";"LR144_R1.fastq.gz"
"M16D_R2.fastq.gz";"LR144_R2.fastq.gz"
"SWPR13D_R1.fastq.gz";"LR145_R1.fastq.gz"
"SWPR13D_R2.fastq.gz";"LR145_R2.fastq.gz"
"SWPR16D_R1.fastq.gz";"LR146_R1.fastq.gz"
"SWPR16D_R2.fastq.gz";"LR146_R2.fastq.gz"
"SWPR18D_R1.fastq.gz";"LR147_R1.fastq.gz"
"SWPR18D_R2.fastq.gz";"LR147_R2.fastq.gz"
"SWPR20D_R1.fastq.gz";"LR148_R1.fastq.gz"
"SWPR20D_R2.fastq.gz";"LR148_R2.fastq.gz"
"SWPR21D_R1.fastq.gz";"LR149_R1.fastq.gz"
"SWPR21D_R2.fastq.gz";"LR149_R2.fastq.gz"
"SWPR21DSeq_R1.fastq.gz";"LR149d_R1.fastq.gz"
"SWPR21DSeq_R2.fastq.gz";"LR149d_R2.fastq.gz"
"SWPR23D_R1.fastq.gz";"LR150_R1.fastq.gz"
"SWPR23D_R2.fastq.gz";"LR150_R2.fastq.gz"
"SWL322D_R1.fastq.gz";"LR151_R1.fastq.gz"
"SWL322D_R2.fastq.gz";"LR151_R2.fastq.gz"
"SWL323D_R1.fastq.gz";"LR152_R1.fastq.gz"
"SWL323D_R2.fastq.gz";"LR152_R2.fastq.gz"
"SWL325D_R1.fastq.gz";"LR153_R1.fastq.gz"
"SWL325D_R2.fastq.gz";"LR153_R2.fastq.gz"
"SWL326D_R1.fastq.gz";"LR154_R1.fastq.gz"
"SWL326D_R2.fastq.gz";"LR154_R2.fastq.gz"
"SWL327D_R1.fastq.gz";"LR155_R1.fastq.gz"
"SWL327D_R2.fastq.gz";"LR155_R2.fastq.gz"
"SWT21D_R1.fastq.gz";"LR156_R1.fastq.gz"
"SWT21D_R2.fastq.gz";"LR156_R2.fastq.gz"
"SWT25D_R1.fastq.gz";"LR157_R1.fastq.gz"
"SWT25D_R2.fastq.gz";"LR157_R2.fastq.gz"
"SWT27D_R1.fastq.gz";"LR158_R1.fastq.gz"
"SWT27D_R2.fastq.gz";"LR158_R2.fastq.gz"
"SWT29D_R1.fastq.gz";"LR159_R1.fastq.gz"
"SWT29D_R2.fastq.gz";"LR159_R2.fastq.gz"
"SPR13D_R1.fastq.gz";"LR160_R1.fastq.gz"
"SPR13D_R2.fastq.gz";"LR160_R2.fastq.gz"
"SPR16D_R1.fastq.gz";"LR161_R1.fastq.gz"
"SPR16D_R2.fastq.gz";"LR161_R2.fastq.gz"
"SPR18D_R1.fastq.gz";"LR162_R1.fastq.gz"
"SPR18D_R2.fastq.gz";"LR162_R2.fastq.gz"
"SPR20D_R1.fastq.gz";"LR163_R1.fastq.gz"
"SPR20D_R2.fastq.gz";"LR163_R2.fastq.gz"
"SPR21D_R1.fastq.gz";"LR164_R1.fastq.gz"
"SPR21D_R2.fastq.gz";"LR164_R2.fastq.gz"
"SPR23D_R1.fastq.gz";"LR165_R1.fastq.gz"
"SPR23D_R2.fastq.gz";"LR165_R2.fastq.gz"
"SL322D_R1.fastq.gz";"LR166_R1.fastq.gz"
"SL322D_R2.fastq.gz";"LR166_R2.fastq.gz"
"SL323D_R1.fastq.gz";"LR167_R1.fastq.gz"
"SL323D_R2.fastq.gz";"LR167_R2.fastq.gz"
"SL325D_R1.fastq.gz";"LR168_R1.fastq.gz"
"SL325D_R2.fastq.gz";"LR168_R2.fastq.gz"
"SL326D_R1.fastq.gz";"LR169_R1.fastq.gz"
"SL326D_R2.fastq.gz";"LR169_R2.fastq.gz"
"SL327D_R1.fastq.gz";"LR170_R1.fastq.gz"
"SL327D_R2.fastq.gz";"LR170_R2.fastq.gz"
"ST21D_R1.fastq.gz";"LR171_R1.fastq.gz"
"ST21D_R2.fastq.gz";"LR171_R2.fastq.gz"
"ST27D_R1.fastq.gz";"LR173_R1.fastq.gz"
"ST27D_R2.fastq.gz";"LR173_R2.fastq.gz"
"SEDL323D_R1.fastq.gz";"LR176_R1.fastq.gz"
"SEDL323D_R2.fastq.gz";"LR176_R2.fastq.gz"
"SEDL324D_R1.fastq.gz";"LR177_R1.fastq.gz"
"SEDL324D_R2.fastq.gz";"LR177_R2.fastq.gz"
"SEDL325D_R1.fastq.gz";"LR178_R1.fastq.gz"
"SEDL325D_R2.fastq.gz";"LR178_R2.fastq.gz"
"SEDL326D_R1.fastq.gz";"LR179_R1.fastq.gz"
"SEDL326D_R2.fastq.gz";"LR179_R2.fastq.gz"
"LR17blankc2D_R1.fastq.gz";"LR17blankc2D_R1.fastq.gz"
"LR17blankc2D_R2.fastq.gz";"LR17blankc2D_R2.fastq.gz"
"SEDL327D_R1.fastq.gz";"LR180_R1.fastq.gz"
"SEDL327D_R2.fastq.gz";"LR180_R2.fastq.gz"
"SEDLR35D_R1.fastq.gz";"LR181_R1.fastq.gz"
"SEDLR35D_R2.fastq.gz";"LR181_R2.fastq.gz"
"SEDLR36D_R1.fastq.gz";"LR182_R1.fastq.gz"
"SEDLR36D_R2.fastq.gz";"LR182_R2.fastq.gz"
"SEDLR39D_R1.fastq.gz";"LR183_R1.fastq.gz"
"SEDLR39D_R2.fastq.gz";"LR183_R2.fastq.gz"
"LR32A1BIOD_R1.fastq.gz";"LR184_R1.fastq.gz"
"LR32A1BIOD_R2.fastq.gz";"LR184_R2.fastq.gz"
"LR32B1BIOD_R1.fastq.gz";"LR185_R1.fastq.gz"
"LR32B1BIOD_R2.fastq.gz";"LR185_R2.fastq.gz"
"PR19A1BIOD_R1.fastq.gz";"LR186_R1.fastq.gz"
"PR19A1BIOD_R2.fastq.gz";"LR186_R2.fastq.gz"
"PR19B1BIOD_R1.fastq.gz";"LR187_R1.fastq.gz"
"PR19B1BIOD_R2.fastq.gz";"LR187_R2.fastq.gz"
"RO222A1BIOD_R1.fastq.gz";"LR188_R1.fastq.gz"
"RO222A1BIOD_R2.fastq.gz";"LR188_R2.fastq.gz"
"RO222B1BIOD_R1.fastq.gz";"LR189_R1.fastq.gz"
"RO222B1BIOD_R2.fastq.gz";"LR189_R2.fastq.gz"
"L325A1BIOD_R1.fastq.gz";"LR190_R1.fastq.gz"
"L325A1BIOD_R2.fastq.gz";"LR190_R2.fastq.gz"
"L325B1BIOD_R1.fastq.gz";"LR191_R1.fastq.gz"
"L325B1BIOD_R2.fastq.gz";"LR191_R2.fastq.gz"
"L327A1BIOD_R1.fastq.gz";"LR192_R1.fastq.gz"
"L327A1BIOD_R2.fastq.gz";"LR192_R2.fastq.gz"
"L327B1BIOD_R1.fastq.gz";"LR193_R1.fastq.gz"
"L327B1BIOD_R2.fastq.gz";"LR193_R2.fastq.gz"
"PR23A1BIOD_R1.fastq.gz";"LR194_R1.fastq.gz"
"PR23A1BIOD_R2.fastq.gz";"LR194_R2.fastq.gz"
"PR23B1BIOD_R1.fastq.gz";"LR195_R1.fastq.gz"
"PR23B1BIOD_R2.fastq.gz";"LR195_R2.fastq.gz"
"LR49D_R1.fastq.gz";"LR49D_R1.fastq.gz"
"LR49D_R2.fastq.gz";"LR49D_R2.fastq.gz"
"LR49DSeq_R1.fastq.gz";"LR49DSeq_R1.fastq.gz"
"LR49DSeq_R2.fastq.gz";"LR49DSeq_R2.fastq.gz"
"LR49R_R1.fastq.gz";"LR49R_R1.fastq.gz"
"LR49R_R2.fastq.gz";"LR49R_R2.fastq.gz"
"LR50D_R1.fastq.gz";"LR50D_R1.fastq.gz"
"LR50D_R2.fastq.gz";"LR50D_R2.fastq.gz"
"LR50R_R1.fastq.gz";"LR50R_R1.fastq.gz"
"LR50R_R2.fastq.gz";"LR50R_R2.fastq.gz"
"LR51D_R1.fastq.gz";"LR51_R1.fastq.gz"
"LR51D_R2.fastq.gz";"LR51_R2.fastq.gz"
"LR51R_R1.fastq.gz";"LR51R_R1.fastq.gz"
"LR51R_R2.fastq.gz";"LR51R_R2.fastq.gz"
"LR52D_R1.fastq.gz";"LR52D_R1.fastq.gz"
"LR52D_R2.fastq.gz";"LR52D_R2.fastq.gz"
"LR53D_R1.fastq.gz";"LR53D_R1.fastq.gz"
"LR53D_R2.fastq.gz";"LR53D_R2.fastq.gz"
"LR53R_R1.fastq.gz";"LR53R_R1.fastq.gz"
"LR53R_R2.fastq.gz";"LR53R_R2.fastq.gz"
"LR54D_R1.fastq.gz";"LR54_R1.fastq.gz"
"LR54D_R2.fastq.gz";"LR54_R2.fastq.gz"
"LR54R_R1.fastq.gz";"LR54R_R1.fastq.gz"
"LR54R_R2.fastq.gz";"LR54R_R2.fastq.gz"
"LR55D_R1.fastq.gz";"LR55_R1.fastq.gz"
"LR55D_R2.fastq.gz";"LR55_R2.fastq.gz"
"LR56D_R1.fastq.gz";"LR56D_R1.fastq.gz"
"LR56D_R2.fastq.gz";"LR56D_R2.fastq.gz"
"LR56R_R1.fastq.gz";"LR56R_R1.fastq.gz"
"LR56R_R2.fastq.gz";"LR56R_R2.fastq.gz"
"LR57D_R1.fastq.gz";"LR57D_R1.fastq.gz"
"LR57D_R2.fastq.gz";"LR57D_R2.fastq.gz"
"LR58D_R1.fastq.gz";"LR58D_R1.fastq.gz"
"LR58D_R2.fastq.gz";"LR58D_R2.fastq.gz"
"LR58R_R1.fastq.gz";"LR58R_R1.fastq.gz"
"LR58R_R2.fastq.gz";"LR58R_R2.fastq.gz"
"LR59D_R1.fastq.gz";"LR59D_R1.fastq.gz"
"LR59D_R2.fastq.gz";"LR59D_R2.fastq.gz"
"LR59R_R1.fastq.gz";"LR59R_R1.fastq.gz"
"LR59R_R2.fastq.gz";"LR59R_R2.fastq.gz"
"LR60D_R1.fastq.gz";"LR60_R1.fastq.gz"
"LR60D_R2.fastq.gz";"LR60_R2.fastq.gz"
"LR60R_R1.fastq.gz";"LR60R_R1.fastq.gz"
"LR60R_R2.fastq.gz";"LR60R_R2.fastq.gz"
"LR61D_R1.fastq.gz";"LR61D_R1.fastq.gz"
"LR61D_R2.fastq.gz";"LR61D_R2.fastq.gz"
"LR61R_R1.fastq.gz";"LR61R_R1.fastq.gz"
"LR61R_R2.fastq.gz";"LR61R_R2.fastq.gz"
"LR62D_R1.fastq.gz";"LR62D_R1.fastq.gz"
"LR62D_R2.fastq.gz";"LR62D_R2.fastq.gz"
"LR62R_R1.fastq.gz";"LR62R_R1.fastq.gz"
"LR62R_R2.fastq.gz";"LR62R_R2.fastq.gz"
"LR63D_R1.fastq.gz";"LR63_R1.fastq.gz"
"LR63D_R2.fastq.gz";"LR63_R2.fastq.gz"
"LR63R_R1.fastq.gz";"LR63R_R1.fastq.gz"
"LR63R_R2.fastq.gz";"LR63R_R2.fastq.gz"
"LR64D_R1.fastq.gz";"LR64_R1.fastq.gz"
"LR64D_R2.fastq.gz";"LR64_R2.fastq.gz"
"LR64R_R1.fastq.gz";"LR64R_R1.fastq.gz"
"LR64R_R2.fastq.gz";"LR64R_R2.fastq.gz"
"LR65D_R1.fastq.gz";"LR65_R1.fastq.gz"
"LR65D_R2.fastq.gz";"LR65_R2.fastq.gz"
"LR65R_R1.fastq.gz";"LR65R_R1.fastq.gz"
"LR65R_R2.fastq.gz";"LR65R_R2.fastq.gz"
"LR66R_R1.fastq.gz";"LR66R_R1.fastq.gz"
"LR66R_R2.fastq.gz";"LR66R_R2.fastq.gz"
"LR67D_R1.fastq.gz";"LR67D_R1.fastq.gz"
"LR67D_R2.fastq.gz";"LR67D_R2.fastq.gz"
"LR67R_R1.fastq.gz";"LR67R_R1.fastq.gz"
"LR67R_R2.fastq.gz";"LR67R_R2.fastq.gz"
"LR68D_R1.fastq.gz";"LR68_R1.fastq.gz"
"LR68D_R2.fastq.gz";"LR68_R2.fastq.gz"
"LR68R_R1.fastq.gz";"LR68R_R1.fastq.gz"
"LR68R_R2.fastq.gz";"LR68R_R2.fastq.gz"
"LR69D_R1.fastq.gz";"LR69_R1.fastq.gz"
"LR69D_R2.fastq.gz";"LR69_R2.fastq.gz"
"LR69R_R1.fastq.gz";"LR69R_R1.fastq.gz"
"LR69R_R2.fastq.gz";"LR69R_R2.fastq.gz"
"LR70D_R1.fastq.gz";"LR70_R1.fastq.gz"
"LR70D_R2.fastq.gz";"LR70_R2.fastq.gz"
"LR71D_R1.fastq.gz";"LR71_R1.fastq.gz"
"LR71D_R2.fastq.gz";"LR71_R2.fastq.gz"
"LR71R_R1.fastq.gz";"LR71R_R1.fastq.gz"
"LR71R_R2.fastq.gz";"LR71R_R2.fastq.gz"
"LR72D_R1.fastq.gz";"LR72_R1.fastq.gz"
"LR72D_R2.fastq.gz";"LR72_R2.fastq.gz"
"LR72DSeq_R1.fastq.gz";"LR72DSeq_R1.fastq.gz"
"LR72DSeq_R2.fastq.gz";"LR72DSeq_R2.fastq.gz"
"LR72R_R1.fastq.gz";"LR72R_R1.fastq.gz"
"LR72R_R2.fastq.gz";"LR72R_R2.fastq.gz"
"LR73D_R1.fastq.gz";"LR73_R1.fastq.gz"
"LR73D_R2.fastq.gz";"LR73_R2.fastq.gz"
"LR73R_R1.fastq.gz";"LR73R_R1.fastq.gz"
"LR73R_R2.fastq.gz";"LR73R_R2.fastq.gz"
"LR74R_R1.fastq.gz";"LR74R_R1.fastq.gz"
"LR74R_R2.fastq.gz";"LR74R_R2.fastq.gz"
"LR75D_R1.fastq.gz";"LR75_R1.fastq.gz"
"LR75D_R2.fastq.gz";"LR75_R2.fastq.gz"
"LR75DSeq_R1.fastq.gz";"LR75DSeq_R1.fastq.gz"
"LR75DSeq_R2.fastq.gz";"LR75DSeq_R2.fastq.gz"
"LR75R_R1.fastq.gz";"LR75R_R1.fastq.gz"
"LR75R_R2.fastq.gz";"LR75R_R2.fastq.gz"
"LR80D_R1.fastq.gz";"LR80_R1.fastq.gz"
"LR80D_R2.fastq.gz";"LR80_R2.fastq.gz"
"LR80R_R1.fastq.gz";"LR80R_R1.fastq.gz"
"LR80R_R2.fastq.gz";"LR80R_R2.fastq.gz"
"M17D_R1.fastq.gz";"M17_R1.fastq.gz"
"M17D_R2.fastq.gz";"M17_R2.fastq.gz"
"M17R_R1.fastq.gz";"M17R_R1.fastq.gz"
"M17R_R2.fastq.gz";"M17R_R2.fastq.gz"
"M18D_R1.fastq.gz";"M18_R1.fastq.gz"
"M18D_R2.fastq.gz";"M18_R2.fastq.gz"
"M18R_R1.fastq.gz";"M18R_R1.fastq.gz"
"M18R_R2.fastq.gz";"M18R_R2.fastq.gz"
"M19D_R1.fastq.gz";"M19_R1.fastq.gz"
"M19D_R2.fastq.gz";"M19_R2.fastq.gz"
"M19R_R1.fastq.gz";"M19R_R1.fastq.gz"
"M19R_R2.fastq.gz";"M19R_R2.fastq.gz"
"M20D_R1.fastq.gz";"M20_R1.fastq.gz"
"M20D_R2.fastq.gz";"M20_R2.fastq.gz"
"M20DSeq_R1.fastq.gz";"M20DSeq_R1.fastq.gz"
"M20DSeq_R2.fastq.gz";"M20DSeq_R2.fastq.gz"
"M20R_R1.fastq.gz";"M20R_R1.fastq.gz"
"M20R_R2.fastq.gz";"M20R_R2.fastq.gz"
"PR24D_R1.fastq.gz";"PR24D_R1.fastq.gz"
"PR24D_R2.fastq.gz";"PR24D_R2.fastq.gz"
"PR24DSeq_R1.fastq.gz";"PR24DSeq_R1.fastq.gz"
"PR24DSeq_R2.fastq.gz";"PR24DSeq_R2.fastq.gz"
"PR24R_R1.fastq.gz";"PR24R_R1.fastq.gz"
"PR24R_R2.fastq.gz";"PR24R_R2.fastq.gz"
"PR25D_R1.fastq.gz";"PR25_R1.fastq.gz"
"PR25D_R2.fastq.gz";"PR25_R2.fastq.gz"
"PR25R_R1.fastq.gz";"PR25R_R1.fastq.gz"
"PR25R_R2.fastq.gz";"PR25R_R2.fastq.gz"
"PR26D_R1.fastq.gz";"PR26_R1.fastq.gz"
"PR26D_R2.fastq.gz";"PR26_R2.fastq.gz"
"PR26R_R1.fastq.gz";"PR26R_R1.fastq.gz"
"PR26R_R2.fastq.gz";"PR26R_R2.fastq.gz"
"PR27D_R1.fastq.gz";"PR27_R1.fastq.gz"
"PR27D_R2.fastq.gz";"PR27_R2.fastq.gz"
"PR27R_R1.fastq.gz";"PR27R_R1.fastq.gz"
"PR27R_R2.fastq.gz";"PR27R_R2.fastq.gz"
"PR28D_R1.fastq.gz";"PR28_R1.fastq.gz"
"PR28D_R2.fastq.gz";"PR28_R2.fastq.gz"
"PR28R_R1.fastq.gz";"PR28R_R1.fastq.gz"
"PR28R_R2.fastq.gz";"PR28R_R2.fastq.gz"
"PR29.1D_R1.fastq.gz";"PR29_R1.fastq.gz"
"PR29.1D_R2.fastq.gz";"PR29_R2.fastq.gz"
"PR29.2D_R1.fastq.gz";"PR29D_R1.fastq.gz"
"PR29.2D_R2.fastq.gz";"PR29D_R2.fastq.gz"
"PR29R_R1.fastq.gz";"PR29R_R1.fastq.gz"
"PR29R_R2.fastq.gz";"PR29R_R2.fastq.gz"
"PR30.1D_R1.fastq.gz";"PR30_R1.fastq.gz"
"PR30.1D_R2.fastq.gz";"PR30_R2.fastq.gz"
"PR30.2D_R1.fastq.gz";"PR30D_R1.fastq.gz"
"PR30.2D_R2.fastq.gz";"PR30D_R2.fastq.gz"
"PR30R_R1.fastq.gz";"PR30R_R1.fastq.gz"
"PR30R_R2.fastq.gz";"PR30R_R2.fastq.gz"
"PR31.1D_R1.fastq.gz";"PR31_R1.fastq.gz"
"PR31.1D_R2.fastq.gz";"PR31_R2.fastq.gz"
"PR31.2D_R1.fastq.gz";"PR31D_R1.fastq.gz"
"PR31.2D_R2.fastq.gz";"PR31D_R2.fastq.gz"
"PR31R_R1.fastq.gz";"PR31R_R1.fastq.gz"
"PR31R_R2.fastq.gz";"PR31R_R2.fastq.gz"
"PR32R_R1.fastq.gz";"PR32R_R1.fastq.gz"
"PR32R_R2.fastq.gz";"PR32R_R2.fastq.gz"
"PR33D_R1.fastq.gz";"PR33_R1.fastq.gz"
"PR33D_R2.fastq.gz";"PR33_R2.fastq.gz"
"PR34D_R1.fastq.gz";"PR34_R1.fastq.gz"
"PR34D_R2.fastq.gz";"PR34_R2.fastq.gz"
"PR34R_R1.fastq.gz";"PR34R_R1.fastq.gz"
"PR34R_R2.fastq.gz";"PR34R_R2.fastq.gz"
"PR35D_R1.fastq.gz";"PR35_R1.fastq.gz"
"PR35D_R2.fastq.gz";"PR35_R2.fastq.gz"
"PR35DSeq_R1.fastq.gz";"PR35DSEq_R1.fastq.gz"
"PR35DSeq_R2.fastq.gz";"PR35DSEq_R2.fastq.gz"
"PR35R_R1.fastq.gz";"PR35R_R1.fastq.gz"
"PR35R_R2.fastq.gz";"PR35R_R2.fastq.gz"
"PR36D_R1.fastq.gz";"PR36_R1.fastq.gz"
"PR36D_R2.fastq.gz";"PR36_R2.fastq.gz"
"PR36R_R1.fastq.gz";"PR36R_R1.fastq.gz"
"PR36R_R2.fastq.gz";"PR36R_R2.fastq.gz"
"PR37D_R1.fastq.gz";"PR37_R1.fastq.gz"
"PR37D_R2.fastq.gz";"PR37_R2.fastq.gz"
"PR37R_R1.fastq.gz";"PR37R_R1.fastq.gz"
"PR37R_R2.fastq.gz";"PR37R_R2.fastq.gz"
"PR38D_R1.fastq.gz";"PR38_R1.fastq.gz"
"PR38D_R2.fastq.gz";"PR38_R2.fastq.gz"
"PR38R_R1.fastq.gz";"PR38R_R1.fastq.gz"
"PR38R_R2.fastq.gz";"PR38R_R2.fastq.gz"
"PR39D_R1.fastq.gz";"PR39_R1.fastq.gz"
"PR39D_R2.fastq.gz";"PR39_R2.fastq.gz"
"PR40D_R1.fastq.gz";"PR40_R1.fastq.gz"
"PR40D_R2.fastq.gz";"PR40_R2.fastq.gz"
"PR40R_R1.fastq.gz";"PR40R_R1.fastq.gz"
"PR40R_R2.fastq.gz";"PR40R_R2.fastq.gz"
"PR41D_R1.fastq.gz";"PR41_R1.fastq.gz"
"PR41D_R2.fastq.gz";"PR41_R2.fastq.gz"
"PR41R_R1.fastq.gz";"PR41R_R1.fastq.gz"
"PR41R_R2.fastq.gz";"PR41R_R2.fastq.gz"
"PR42D_R1.fastq.gz";"PR42_R1.fastq.gz"
"PR42D_R2.fastq.gz";"PR42_R2.fastq.gz"
"PR42R_R1.fastq.gz";"PR42R_R1.fastq.gz"
"PR42R_R2.fastq.gz";"PR42R_R2.fastq.gz"
"PR43D_R1.fastq.gz";"PR43_R1.fastq.gz"
"PR43D_R2.fastq.gz";"PR43_R2.fastq.gz"
"PR43R_R1.fastq.gz";"PR43R_R1.fastq.gz"
"PR43R_R2.fastq.gz";"PR43R_R2.fastq.gz"
"RO101D_R1.fastq.gz";"RO1-01D_R1.fastq.gz"
"RO101D_R2.fastq.gz";"RO1-01D_R2.fastq.gz"
"RO101R_R1.fastq.gz";"RO1-01R_R1.fastq.gz"
"RO101R_R2.fastq.gz";"RO1-01R_R2.fastq.gz"
"RO102D_R1.fastq.gz";"RO1-02_R1.fastq.gz"
"RO102D_R2.fastq.gz";"RO1-02_R2.fastq.gz"
"RO102R_R1.fastq.gz";"RO1-02R_R1.fastq.gz"
"RO102R_R2.fastq.gz";"RO1-02R_R2.fastq.gz"
"RO103D_R1.fastq.gz";"RO1-03D_R1.fastq.gz"
"RO103D_R2.fastq.gz";"RO1-03D_R2.fastq.gz"
"RO103R_R1.fastq.gz";"RO1-03R_R1.fastq.gz"
"RO103R_R2.fastq.gz";"RO1-03R_R2.fastq.gz"
"RO104D_R1.fastq.gz";"RO1-04D_R1.fastq.gz"
"RO104D_R2.fastq.gz";"RO1-04D_R2.fastq.gz"
"RO104R_R1.fastq.gz";"RO1-04R_R1.fastq.gz"
"RO104R_R2.fastq.gz";"RO1-04R_R2.fastq.gz"
"RO105R_R1.fastq.gz";"RO1-05R_R1.fastq.gz"
"RO105R_R2.fastq.gz";"RO1-05R_R2.fastq.gz"
"RO106.1D_R1.fastq.gz";"RO1-06_R1.fastq.gz"
"RO106.1D_R2.fastq.gz";"RO1-06_R2.fastq.gz"
"RO106.2D_R1.fastq.gz";"RO1-06D_R1.fastq.gz"
"RO106.2D_R2.fastq.gz";"RO1-06D_R2.fastq.gz"
"RO106R_R1.fastq.gz";"RO1-06R_R1.fastq.gz"
"RO106R_R2.fastq.gz";"RO1-06R_R2.fastq.gz"
"RO107D_R1.fastq.gz";"RO1-07_R1.fastq.gz"
"RO107D_R2.fastq.gz";"RO1-07_R2.fastq.gz"
"RO107R_R1.fastq.gz";"RO1-07R_R1.fastq.gz"
"RO107R_R2.fastq.gz";"RO1-07R_R2.fastq.gz"
"RO108D_R1.fastq.gz";"RO1-08_R1.fastq.gz"
"RO108D_R2.fastq.gz";"RO1-08_R2.fastq.gz"
"RO108R_R1.fastq.gz";"RO1-08R_R1.fastq.gz"
"RO108R_R2.fastq.gz";"RO1-08R_R2.fastq.gz"
"RO109D_R1.fastq.gz";"RO1-09_R1.fastq.gz"
"RO109D_R2.fastq.gz";"RO1-09_R2.fastq.gz"
"RO109R_R1.fastq.gz";"RO1-09R_R1.fastq.gz"
"RO109R_R2.fastq.gz";"RO1-09R_R2.fastq.gz"
"RO112D_R1.fastq.gz";"RO1-12_R1.fastq.gz"
"RO112D_R2.fastq.gz";"RO1-12_R2.fastq.gz"
"RO112R_R1.fastq.gz";"RO1-12R_R1.fastq.gz"
"RO112R_R2.fastq.gz";"RO1-12R_R2.fastq.gz"
"RO136D_R1.fastq.gz";"RO136D_R1.fastq.gz"
"RO136D_R2.fastq.gz";"RO136D_R2.fastq.gz"
"RO136R_R1.fastq.gz";"RO136R_R1.fastq.gz"
